Meta Data
Label,Value,
Date,4/10/2026
Profile,HillsAndValleys
ScanDuration,30 s
ScanLength,1448.59 µm
ScanResolution,0.160919 µm
ScanType,Standard Scan
StylusForce,3 mg
StylusScanRange,6.5 µm
StylusType,Radius: 5 μm
Time,10:55:21 AM


Data Leveling Position
R Cursor Position,24.3084299440504 µm
R Cursor Width,66.0684555286383 µm
M Cursor Position,1340.3206387172 µm
M Cursor Width,90.091184043376 µm


Data
Lateral(µm),Total Profile(µm),,
0,-0.0107353203309932,,
0.16091868467696,-0.0106892899177919,,
0.32183736935392,-0.0102153587088078,,
0.482756054030879,-0.0104046981361111,,
0.643674738707839,-0.0102749778006081,,
0.804593423384799,-0.00998651587468584,,
0.965512108061759,-0.00989091867216359,,
1.12643079273872,-0.0101875714910491,,
1.28734947741568,-0.01044033189523,,
1.44826816209264,-0.0104318973934728,,
1.6091868467696,-0.0103644492653557,,
1.77010553144656,-0.0104120775601723,,
1.93102421612352,-0.0104254557851226,,
2.09194290080048,-0.0102172232881724,,
2.25286158547744,-0.00989894229901443,,
2.4137802701544,-0.00993821698910589,,
2.57469895483136,-0.0101677390927048,,
2.73561763950832,-0.0100933517916238,,
2.89653632418528,-0.00984699634537965,,
3.05745500886224,-0.00976738646560787,,
3.2183736935392,-0.00990024013856352,,
3.37929237821616,-0.0100394005193026,,
3.54021106289311,-0.00981577948455938,,
3.70112974757007,-0.00937885860111904,,
3.86204843224703,-0.00929449388445251,,
4.02296711692399,-0.00923978397868496,,
4.18388580160095,-0.00929261039587562,,
4.34480448627791,-0.00920105356554352,,
4.50572317095487,-0.00898035384224053,,
4.66664185563183,-0.00906730235549364,,
4.82756054030879,-0.00897791674548648,,
4.98847922498575,-0.00896088840408476,,
5.14939790966271,-0.00880385312219504,,
5.31031659433967,-0.00854503618871764,,
5.47123527901663,-0.00829815383696387,,
5.63215396369359,-0.00839689223638191,,
5.79307264837055,-0.00851978289390333,,
5.95399133304751,-0.00869659941413062,,
6.11491001772447,-0.00857942469335162,,
6.27582870240143,-0.00838139743374061,,
6.43674738707839,-0.00854656407656158,,
6.59766607175535,-0.00878071871515357,,
6.75858475643231,-0.00880119307664132,,
6.91950344110927,-0.00869879416268829,,
7.08042212578623,-0.00850683567134727,,
7.24134081046319,-0.00841967990671232,,
7.40225949514015,-0.00831185326116742,,
7.56317817981711,-0.00828732181583827,,
7.72409686449407,-0.00834831018254837,,
7.88501554917103,-0.00831372576599318,,
8.04593423384799,-0.00807187488792382,,
8.20685291852495,-0.00802024073520845,,
8.36777160320191,-0.00799505280915527,,
8.52869028787887,-0.00772232403720985,,
8.68960897255583,-0.00759404785689313,,
8.85052765723279,-0.00751854674771987,,
9.01144634190975,-0.00763185965702459,,
9.17236502658671,-0.00773866187867068,,
9.33328371126367,-0.00757893354814605,,
9.49420239594063,-0.0075925434419436,,
9.65512108061759,-0.00778148299474419,,
9.81603976529455,-0.00786953354839186,,
9.97695844997151,-0.00789545123135462,,
10.1378771346485,-0.00763333431441172,,
10.2987958193254,-0.00715534432643337,,
10.4597145040024,-0.00711977563149016,,
10.6206331886793,-0.00728281384783269,,
10.7815518733563,-0.00730715857612865,,
10.9424705580333,-0.00708175201146899,,
11.1033892427102,-0.00688239590183552,,
11.2643079273872,-0.00691257880445766,,
11.4252266120641,-0.00710742463227311,,
11.5861452967411,-0.00728424975237992,,
11.7470639814181,-0.00706253728403931,,
11.907982666095,-0.00689358123651193,,
12.068901350772,-0.00704355309227862,,
12.2298200354489,-0.00711022138372888,,
12.3907387201259,-0.00699612652953118,,
12.5516574048029,-0.00699776601156382,,
12.7125760894798,-0.00704541656032997,,
12.8734947741568,-0.00718415493859895,,
13.0344134588337,-0.00709096018998148,,
13.1953321435107,-0.00706418452313416,,
13.3562508281877,-0.00699300029676592,,
13.5171695128646,-0.00676434004239202,,
13.6780881975416,-0.00672145230888416,,
13.8390068822185,-0.00670480746543048,,
13.9999255668955,-0.006580552261186,,
14.1608442515725,-0.00665251629510865,,
14.3217629362494,-0.00656775978413927,,
14.4826816209264,-0.00648793418186766,,
14.6436003056033,-0.00672418185819365,,
14.8045189902803,-0.00687394268175477,,
14.9654376749573,-0.00666686397141605,,
15.1263563596342,-0.00676822464497791,,
15.2872750443112,-0.00711288450253402,,
15.4481937289881,-0.00743549439223976,,
15.6091124136651,-0.00756432823502376,,
15.7700310983421,-0.00759050020776652,,
15.930949783019,-0.00785401882541906,,
16.091868467696,-0.00797272385454675,,
16.2527871523729,-0.00798842887210283,,
16.4137058370499,-0.00788128822837902,,
16.5746245217269,-0.00768090224408774,,
16.7355432064038,-0.00765486830415755,,
16.8964618910808,-0.0077781885005463,,
17.0573805757577,-0.00765130915246986,,
17.2182992604347,-0.00776627487195298,,
17.3792179451117,-0.0079126191687472,,
17.5401366297886,-0.00807011433631402,,
17.7010553144656,-0.00834789444288912,,
17.8619739991425,-0.00852440152668543,,
18.0228926838195,-0.0084710851034861,,
18.1838113684965,-0.00814630116197758,,
18.3447300531734,-0.00805590981382206,,
18.5056487378504,-0.00813800609343003,,
18.6665674225273,-0.0078528806772654,,
18.8274861072043,-0.00771492445217746,,
18.9884047918813,-0.00780755503272504,,
19.1493234765582,-0.00803500587027893,,
19.3102421612352,-0.00820708241362468,,
19.4711608459121,-0.00797538709919641,,
19.6320795305891,-0.00761414323206853,,
19.7929982152661,-0.00762842512952569,,
19.953916899943,-0.00766741346003635,,
20.11483558462,-0.00771914590711542,,
20.2757542692969,-0.00764563758514704,,
20.4366729539739,-0.0074963955650667,,
20.5975916386509,-0.00762806146340661,,
20.7585103233278,-0.00774612160052601,,
20.9194290080048,-0.00783472335854266,,
21.0803476926817,-0.00786538432177187,,
21.2412663773587,-0.00777537528586414,,
21.4021850620356,-0.00752137476399556,,
21.5631037467126,-0.00748449474785432,,
21.7240224313896,-0.00753129488866186,,
21.8849411160665,-0.0073641405808726,,
22.0458598007435,-0.00723218693991515,,
22.2067784854204,-0.00728501243758568,,
22.3676971700974,-0.00737907560484916,,
22.5286158547744,-0.00738195464837958,,
22.6895345394513,-0.00718336995788645,,
22.8504532241283,-0.00724316806957812,,
23.0113719088052,-0.00731920589753637,,
23.1722905934822,-0.0071650653443541,,
23.3332092781592,-0.00712448396505347,,
23.4941279628361,-0.00710680930517488,,
23.6550466475131,-0.00700221100810882,,
23.81596533219,-0.0069000721622829,,
23.976884016867,-0.00691902110119975,,
24.137802701544,-0.00706177234590131,,
24.2987213862209,-0.00710776052933725,,
24.4596400708979,-0.00685350612634543,,
24.6205587555748,-0.00686790884376485,,
24.7814774402518,-0.00677469075907149,,
24.9423961249288,-0.0067062255405419,,
25.1033148096057,-0.00663909871736673,,
25.2642334942827,-0.00650999565936897,,
25.4251521789596,-0.00644209626236013,,
25.5860708636366,-0.00637212643496226,,
25.7469895483136,-0.0061171560419591,,
25.9079082329905,-0.00618158743181227,,
26.0688269176675,-0.00599033475420249,,
26.2297456023444,-0.00572654205181115,,
26.3906642870214,-0.00534438202474362,,
26.5515829716984,-0.00508344081110155,,
26.7125016563753,-0.00490648714476708,,
26.8734203410523,-0.00480835774035418,,
27.0343390257292,-0.00474237339800038,,
27.1952577104062,-0.00464451916573972,,
27.3561763950832,-0.00466032599999268,,
27.5170950797601,-0.00498412217339325,,
27.6780137644371,-0.00508475735245221,,
27.838932449114,-0.00524996652313163,,
27.999851133791,-0.00531998632772986,,
28.160769818468,-0.00525836062478318,,
28.3216885031449,-0.00527458730879218,,
28.4826071878219,-0.00544784522657585,,
28.6435258724988,-0.00549822845930167,,
28.8044445571758,-0.00553396279677017,,
28.9653632418528,-0.00541905708888526,,
29.1262819265297,-0.00543177763466874,,
29.2872006112067,-0.0054730692372872,,
29.4481192958836,-0.005100876850206,,
29.6090379805606,-0.00467911633443729,,
29.7699566652376,-0.00468963273599333,,
29.9308753499145,-0.00486425829315488,,
30.0917940345915,-0.0048798572022179,,
30.2527127192684,-0.00459056393384863,,
30.4136314039454,-0.00458653008875335,,
30.5745500886224,-0.00497107818406752,,
30.7354687732993,-0.00513326617094273,,
30.8963874579763,-0.0050120155724805,,
31.0573061426532,-0.00495249754581966,,
31.2182248273302,-0.00493361957644614,,
31.3791435120072,-0.00473323361226288,,
31.5400621966841,-0.00450555783786192,,
31.7009808813611,-0.00461734794989202,,
31.861899566038,-0.00466911364445662,,
32.022818250715,-0.0046110591088357,,
32.183736935392,-0.00460680332454583,,
32.3446556200689,-0.00445961200599057,,
32.5055743047459,-0.00442951879980664,,
32.6664929894228,-0.00437057743453947,,
32.8274116740998,-0.00413065375790559,,
32.9883303587768,-0.00366497063295025,,
33.1492490434537,-0.00333509900678155,,
33.3101677281307,-0.00311960295147429,,
33.4710864128076,-0.00287562421281906,,
33.6320050974846,-0.0026519059736819,,
33.7929237821616,-0.00269667205975312,,
33.9538424668385,-0.00280243677131088,,
34.1147611515155,-0.00259343237541331,,
34.2756798361924,-0.00237016909309968,,
34.4365985208694,-0.00230716126616055,,
34.5975172055464,-0.00225630336835619,,
34.7584358902233,-0.00246217862928486,,
34.9193545749003,-0.00243124661919525,,
35.0802732595772,-0.00224427716521373,,
35.2411919442542,-0.00246071881851627,,
35.4021106289311,-0.00278000639625368,,
35.5630293136081,-0.00294427925335725,,
35.7239479982851,-0.00307464678348415,,
35.884866682962,-0.00315205703675244,,
36.045785367639,-0.00302448465766835,,
36.2067040523159,-0.00292402265792334,,
36.3676227369929,-0.00277450287013127,,
36.5285414216699,-0.00275084906255155,,
36.6894601063468,-0.00270510084070332,,
36.8503787910238,-0.00264173006003485,,
37.0112974757008,-0.00277619980708595,,
